T31505,Lysandra,Black,,Female,Test data,Build UK,Build Centre,Build Centre,Head of Learning and Development,M3,"Warrington, C.",T68812,Sandy - Tempsford Hall,,,,,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T47944,Marius,Black,,Male,Test data,Infrastructure and Utilities,Mining,Mining UK,Agent,M2,"Warbeck, Celestina",T65845,New Cumnock - Greenburn,,,,,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T11605,Melania,Black,,Female,Test data,Build UK,Build London,Build London,Project Manager,M2,"Wagtail, Myron",T67411,Loughton - Langston Road,,,,,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T48010,Narcissa,Black,,Female,Test data,Build UK,Build Western & Wales,Build Western and Wales,Senior Project Manager,M3,"Waffling, Adalbert",T24282,Bristol - The Old Mill,3,A,Low,High,Future,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T30422,Orion,Black,,Male,Test data,Build UK,Build Eastern,Build Eastern,Commercial Manager,M3,"Wadcock, Joscelind",T12049,Witham - Stepfield,3,B,Low,High,Soon,Commercial,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T18214,Phineas,Black,,Male,Test data,Build UK,Build Western & Wales,Build Western and Wales,Project Manager,M2,"Viridian, Vindictus",T48475,Truro - Victoria Wharf,3,B,Low,High,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T28182,Phineas,Nigellus Black,,Male,Test data,Build UK,Build Southern,Build Southern,Senior Project Manager,M3,"Vector, Septima",T37613,Crawley - Platinum House,3,C,,,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T33289,Pollux,Black,,Male,Test data,Workplace Services,Technical Services,Hard Services,Engineer,C4,"Vane, Romilda",T17276,London - Fusion,,,,,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T12572,Regulus,Black,,Male,Test data,Build UK,Build Eastern,Build Eastern,Senior Project Manager,M3,"Vance, Emmeline",T15817,Cambridge - Waterbeach,3,B,Low,Medium,Future,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T20902,Regulus,Arcturus Black,,Male,Test data,Build UK,Build Eastern,Build Eastern,SHE Advisor,M1,"Vablatsky, Cassandra",T15617,Cambridge - Building 3000,3,B,Low,Medium,,SHEA & Occupational health,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T32429,Sirius,Black,,Male,Test data,Workplace Services,Facilities Management,KWS PFI,Team Manager,C4,"Umfraville, Quintius",T33177,Sandy - Tempsford Hall,,,,,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T49809,Ursula,Black,,Female,Test data,Build UK,Build Major Projects,Build Major Projects,Project Manager,M2,"Twycross, Wilkie",T54340,Cambridge - CBC Abcam Project,3,B,Medium,High,Future,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T29357,Violetta,Black,,Female,Test data,Build UK,Build Central,Build Central,Senior Quantity Surveyor,M2,"Twonk, Norvel",T68810,Cheltenham - Central House,3,B,Low,Low,N/A,Commercial,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T29872,Walburga,Black,,Female,Test data,Infrastructure and Utilities,UK Infrastructure,Infrastructure Projects,Environmental Manager,M2,"Twiddle, Mallory",T11849,Birmingham – HS2 Contract C2,3,B,Low,Low,Future,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T36177,Balfour,Blane,,Male,Test data,Infrastructure and Utilities,UK Infrastructure,Infrastructure Projects,Construction Manager,M3,"Turpin, Lisa",T59657,Luton - MPT,3,B,Low,Medium,Lateral,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T43458,Timothy,Blenkinsop,,Male,Test data,Infrastructure and Utilities,UK Infrastructure,Infrastructure Projects,Construction Manager,M3,"Tugwood, Sacharissa",T33759,Bridgwater - Hinkley,3,B,Medium,High,N/A,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T25478,Bletchley,,,Male,Test data,Build UK,Build Central,Build Central,Senior Engineer,M1,"Trimble, Quentin",T45953,Solihull - Tungsten Building,3,C,Low,Low,Now,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T38614,Miles,Bletchley,,Male,Test data,Infrastructure and Utilities,Professional Services,Professional Services,Senior CAD Technician,C4,"Tremlett, Donaghan",T38096,Sandy - Tempsford Hall,,,,,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T12734,Beatrix,Bloxam,,Female,Test data,Infrastructure and Utilities,UK Infrastructure,Infrastructure Projects,Operations Director,L2,"Trelawney, Cassandra",T10972,Sandy - Tempsford Hall,3,C,Medium,Medium,N/A,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T11618,Blodwyn,Bludd,,Female,Test data,Living,Living Eastern,Living Eastern,Contracts Progressor,C2,"Towler, Kenneth",T57173,Sandy - Lysander House,3,C,Low,Low,N/A,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T12288,Stubby,Boardman,,Male,Test data,Strategy Centre,Strategy Centre,Strategy Centre,Group Innovation Director,L2,"Toots, Tilden",T58485,London - Foley Street,4,A,,,,Strategy & Corporate Development,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T20890,Melinda,Bobbin,,Female,Test data,Infrastructure and Utilities,UK Infrastructure,Infrastructure Projects,Project Commercial Manager,M3,"Toothill, Alberta",T46869,Castlepoint Bournemouth,4,C,Low,Low,N/A,Commercial,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T39879,Broderick,Bode,,Male,Test data,Group Centre,Group Centre,Kier Limited - IT Functions,Head of IT,M3,"Tonks, Ted",T23551,Cheltenham - Central House,4,B,Low,Medium,Soon,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T25369,Pierre,Bonaccord,,Female,Test data,Workplace Services,Facilities Management,KWS PFI,Personal Assistant,C3,"Tonks, Nymphadora",T23610,Cardiff - Conway House,,,,,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T34440,Amelia,Susan Bones,,Female,Test data,Build UK,Build Western & Wales,Build Western and Wales,Project Manager,M2,"Tonks, Andromeda",T58850,Truro - Victoria Wharf,4,B,Low,Medium,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T25476,Edgar,Bones,,Male,Test data,Build UK,Build Northern, Leeds,Senior Estimator,M2,"Toke, Tilly",T67175,Leeds - Thorpe Park,4,C,Low,High,Future,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T39783,Susan,Bones,,Female,Test data,Build UK,Build Northern, Liverpool,Contracts Manager,M3,"Tofty, Professor",T23673,Liverpool - Kier House,4,C,Low,Medium,Future,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T49316,Mungo,Bonham,,Male,Test data,Living,Living Centre,Living Centre,Divisional Product Manager,L1,"Timms, Agatha",T31709,Sandy - Tempsford Hall,New To Rate,New To Rate,Low,Low,Future,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T21815,Terry,Boot,,Male,Test data,Build UK,Build Eastern,Build Eastern,Contracts Manager,M3,"Thurkell, Thaddeus",T37092,Cambridge - Waterbeach,2,New To Rate,Low,High,Soon,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T34386,Libatius,Borage,,Female,Test data,Build UK,Build Scotland & North East,Build Scotland & North East,Administrator,C2,"Thruston, Orsino",T10760,Newcastle - Hebburn,,New To Rate,,,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T40590,Mr,Borgin,,Male,Test data,Build UK,Build Central,Build Central,Contracts Manager,M3,"Thomas, Dean",T53739,Solihull - Tungsten Building,2,New To Rate,Low,Medium,Future,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T37635,Bertie,Bott,,Male,Test data,Housing Maintenance,Housing Maintenance North,Housing Maintenance East,Contracts Manager,M2,"Thicknesse, Pius",T67286,Newcastle - Killingworth,,New To Rate,,,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T23308,Barberus,Bragge,,Male,Test data,Build UK,Build Central,Build Central,Customer Service Manager,M1,"Thickey, Janus",T33523,Newbury - Mulberry House,1,New To Rate,Low,Low,N/A,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T33905,Betty,Braithwaite,,Female,Test data,International,International Centre,International Payroll,Senior Project Manager,M2,"Sykes, Jocunda",T40803,St Kitts - Banana Bay,,New To Rate,,,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T32106,Rudolf,Brand,,Male,Test data,Infrastructure and Utilities,UK Infrastructure,Infrastructure Projects,Senior Project Quantity Surveyor,M3,"Switch, Emeric",T55330,London - C435 Crossrail (Farringdon),1,New To Rate,Medium,Medium,Soon,Commercial,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T32920,Eleanor,Branstone,,Female,Test data,Build UK,Build Southern,Build Southern,Commercial Assistant,C2,"Sweeting, Havelock",T35680,Aylesford - Broadmead House,,New To Rate,,,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T19818,Karl,Broadmoore,,Male,Test data,Group Centre,Group Centre,Kier Limited - IT Functions,IT Manager,M1,"Susan Bones, Amelia",T42465,Cardiff - Conway House,,New To Rate,,,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T33856,Kevin,Broadmoore,,Male,Test data,Build UK,Build Major Projects,Build Major Projects,Senior Planner,M2,"Summerbee, Felix",T37719,Cambridge - Downing Street,1,New To Rate,Low,Low,Future,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T31965,Mandy,Brocklehurst,,Female,Test data,Build UK,Build Western & Wales,Build Western and Wales,Administrator,C2,"Stump, Grogan",T21706,Bristol - The Old Mill,2,New To Rate,Low,Low,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T48663,Rupert,Brookstanton,,Male,Test data,Build UK,Build Centre,Build Centre,Commercial Manager,M3,"Stubbs, Billy",T27458,Bristol - The Old Mill,2,New To Rate,Low,High,Future,Commercial,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T30920,Lavender,Brown,,Female,Test data,Workplace Services,Facilities Management,KWS PFI,Senior Contract Manager,M2,"Strout, Miriam",T49485,Brighton - Jubilee Library,,New To Rate,,,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T42926,Frank,Bryce,,Male,Test data,Environmental,Environmental,Kier Environmental Services,Commercial Director,L2,"Stroulger, Edgar",T23629,Solihull - Tungsten Building,,New To Rate,,,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T38865,Millicent,Bulstrode,,Female,Test data,Infrastructure and Utilities,UK Infrastructure,Infrastructure Projects,Head of Administration,M3,"Stretton, Jeremy",T60459,Sandy - Tempsford Hall,2,New To Rate,High,High,Lateral,Finance,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T16746,Violetta,Bulstrode,,Female,Test data,Build UK,Build Central,Build Central,Senior Project Manager,M3,"Stoddard Withers, Lord",T50503,Solihull - Tungsten Building,1,New To Rate,Low,Medium,N/A,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T42984,Rosalind,Antigone Bungs,,Female,Test data,Build UK,Build Western & Wales,Build Western and Wales,General Works Manager,M3,"Stimpson, Patricia",T58594,Bristol - The Old Mill,3,New To Rate,Low,Medium,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T26490,Charity,Burbage,,Female,Test data,Build UK,Build Central,Build Central,Contracts Manager,M3,"Starkey, Hesper",T16303,Cheltenham - Central House,3,New To Rate,Low,Low,N/A,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T45893,Caratacus,Burke,,Male,Test data,Build UK,Build Central,Build Central,Senior Site Manager,M1,"Stalk, Blenheim",T17585,Cheltenham - Central House,2,New To Rate,Medium,Low,N/A,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T28034,Belvina,Burke,,Female,Test data,Build UK,Build London,Build London,General Foreman,C4,"Stainwright, Erica",T50120,Loughton - Langston Road,,New To Rate,,,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T36060,Herbert,Burke,,Male,Test data,Property,Property Developments  Centre,KPD Centre,Assistant Accountant,C3,"Spudmore, Horace",T12806,Sandy - Tempsford Hall,3,New To Rate,Low,Low,N/A,Finance,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T38289,Randolph,Burrow,,Male,Test data,Build UK,Build Western & Wales,Build Western and Wales,Site Manager,M1,"Sprout, Pomona",T43967,Bristol - The Old Mill,2,New To Rate,Low,Low,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T19649,Sir,Cadogan,,Male,Test data,Build UK,Build Central,Build Central,General Works Contracts Manager,M2,"Spore, Phyllida",T61519,Cheltenham - Central House,3,New To Rate,Low,Low,N/A,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T47205,Eddie,Carmichael,,Male,Test data,Build UK,Build Central,Build Central,Senior Buyer,M1,"Spinnet, Alicia",T28908,Solihull - Tungsten Building,2,New To Rate,Low,Medium,N/A,Commercial,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T32724,Alecto,Carrow,,Male,Test data,Infrastructure and Utilities,UK Infrastructure,Infrastructure Projects,Commercial Manager,L1,"Spavin, Faris",T61005,Birmingham – HS2 Contract C2,,New To Rate,,,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T28401,Amycus,Carrow,,Male,Test data,Build UK,Build London,Build London,Senior Quantity Surveyor,M2,"Snicklepitch, Andreyius",T68760,Loughton - Langston Road,,New To Rate,,,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T39849,Greta,Catchlove,,Female,Test data,Build UK,Build Southern,Build Southern,Senior Buyer,M1,"Snape, Tobias",T34274,Southampton - Turnpike House,2,New To Rate,,,,Procurement,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T42175,Mary,Cattermole,,Female,Test data,Workplace Services,Facilities Management,Business Assurance,Data Analyst,C3,"Snape, Severus",T68699,Cardiff - Conway House,,New To Rate,,,,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T34084,Ellie,Cattermole,,Female,Test data,Build UK,Build Northern, Liverpool,Senior Buyer,M2,"Snape, Eileen",T53494,Manchester - Trafford Park,3,New To Rate,Low,High,Future,Procurement,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
T47382,Maisie,Cattermole,,Female,Test data,Build UK,Build KME,Build KME,Senior Design Mechanical Engineer,M1,"Smith, Zacharias",T27854,Basingstoke - Basing View,2,New To Rate,Medium,Medium,Future,N\A,roxanne.swerdlow@kier.co.uk,roxanne.swerdlow@kier.co.uk
